Total Pressure: 5.82 , Pressure 1: -7.27 , Pressure 2: 0.00 , Pressure 3: 11.64 , Pressure 4: 1.45 , Horizontal: 0.00 
Total Pressure: -4.36 , Pressure 1: -4.36 , Pressure 2: 2.91 , Pressure 3: 0.00 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -18.91 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -11.64 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -14.55 , Pressure 1: -7.27 , Pressure 2: -1.45 , Pressure 3: -2.91 , Pressure 4: -2.91 , Horizontal: 0.00 
Total Pressure: -27.64 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -1.45 , Horizontal: 0.00 
Total Pressure: -26.19 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -14.55 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -14.55 , Pressure 1: -2.91 , Pressure 2: -2.91 , Pressure 3: -5.82 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -17.46 , Pressure 1: -5.82 , Pressure 2: 1.45 , Pressure 3: -8.73 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -14.55 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -4.36 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -17.46 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: 0.00 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -13.09 , Pressure 1: -10.18 , Pressure 2: 4.36 , Pressure 3: -2.91 , Pressure 4: -4.36 , Horizontal: 0.03 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -7.27 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -11.64 , Pressure 1: -8.73 , Pressure 2: 4.36 , Pressure 3: -1.45 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -26.19 , Pressure 1: -8.73 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -1.45 , Horizontal: -0.01 
Total Pressure: -14.55 , Pressure 1: -8.73 , Pressure 2: 1.45 , Pressure 3: -5.82 , Pressure 4: -1.45 , Horizontal: 0.00 
Total Pressure: -24.73 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -10.18 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.03 
Total Pressure: -21.82 , Pressure 1: -5.82 , Pressure 2: -2.91 , Pressure 3: -8.73 , Pressure 4: -4.36 , Horizontal: -0.03 
Total Pressure: -30.55 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -13.09 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -30.55 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -18.91 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -5.82 , Pressure 4: -5.82 , Horizontal: 0.02 
Total Pressure: -32.01 , Pressure 1: -7.27 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -21.82 , Pressure 1: -8.73 , Pressure 2: 2.91 , Pressure 3: -13.09 , Pressure 4: -2.91 , Horizontal: 0.03 
Total Pressure: -23.28 , Pressure 1: -4.36 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -27.64 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -17.46 , Pressure 1: -8.73 , Pressure 2: 4.36 , Pressure 3: -7.27 , Pressure 4: -5.82 , Horizontal: 0.02 
Total Pressure: -13.09 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -2.91 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -34.92 , Pressure 1: -10.18 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.03 
Total Pressure: -21.82 , Pressure 1: -1.45 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -30.55 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -14.55 , Pressure 4: -2.91 , Horizontal: 0.03 
Total Pressure: -16.00 , Pressure 1: -1.45 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -1.45 , Horizontal: 0.01 
Total Pressure: -27.64 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.03 
Total Pressure: -21.82 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -11.64 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -33.46 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -32.01 , Pressure 1: -7.27 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: -2.91 , Pressure 3: -11.64 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -32.01 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: -0.03 
Total Pressure: -27.64 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -32.01 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: -0.03 
Total Pressure: -27.64 , Pressure 1: -8.73 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -17.46 , Pressure 1: -7.27 , Pressure 2: 0.00 , Pressure 3: -5.82 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -11.64 , Pressure 1: -1.45 , Pressure 2: -1.45 , Pressure 3: -2.91 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -26.19 , Pressure 1: -4.36 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: -0.02 
Total Pressure: -24.73 , Pressure 1: -4.36 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -14.55 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -26.19 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -13.09 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -16.00 , Pressure 1: -1.45 , Pressure 2: 4.36 , Pressure 3: -11.64 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -26.19 , Pressure 1: -4.36 , Pressure 2: -1.45 , Pressure 3: -13.09 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -1.45 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.03 
Total Pressure: -13.09 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -4.36 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -21.82 , Pressure 1: -5.82 , Pressure 2: 1.45 , Pressure 3: -11.64 , Pressure 4: -5.82 , Horizontal: 0.02 
Total Pressure: -27.64 , Pressure 1: -2.91 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -21.82 , Pressure 1: -5.82 , Pressure 2: 0.00 , Pressure 3: -8.73 , Pressure 4: -7.27 , Horizontal: -0.02 
Total Pressure: -11.64 , Pressure 1: -4.36 , Pressure 2: -1.45 , Pressure 3: 0.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -27.64 , Pressure 1: -8.73 , Pressure 2: 0.00 , Pressure 3: -14.55 , Pressure 4: -4.36 , Horizontal: -0.02 
Total Pressure: -21.82 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -7.27 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -23.28 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -5.82 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -17.46 , Pressure 1: -4.36 , Pressure 2: 2.91 , Pressure 3: -8.73 , Pressure 4: -7.27 , Horizontal: -0.03 
Total Pressure: -26.19 , Pressure 1: -8.73 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -32.01 , Pressure 1: -5.82 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -24.73 , Pressure 1: -1.45 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -24.73 , Pressure 1: -7.27 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -21.82 , Pressure 1: -5.82 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -10.18 , Pressure 1: -4.36 , Pressure 2: 4.36 , Pressure 3: -7.27 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -21.82 , Pressure 1: -4.36 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.03 
Total Pressure: -4.36 , Pressure 1: -1.45 , Pressure 2: 1.45 , Pressure 3: 0.00 , Pressure 4: -4.36 , Horizontal: 0.02 
Total Pressure: -23.28 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -2.91 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -27.64 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -14.55 , Pressure 1: -7.27 , Pressure 2: -1.45 , Pressure 3: 0.00 , Pressure 4: -5.82 , Horizontal: -0.02 
Total Pressure: -29.10 , Pressure 1: -5.82 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.03 
Total Pressure: -29.10 , Pressure 1: -8.73 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -18.91 , Pressure 1: -7.27 , Pressure 2: 0.00 , Pressure 3: -4.36 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -30.55 , Pressure 1: -5.82 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -23.28 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -17.46 , Pressure 1: -2.91 , Pressure 2: 4.36 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -24.73 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -26.19 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.02 
Total Pressure: -27.64 , Pressure 1: -7.27 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -18.91 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -1.45 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -16.00 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -4.36 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -18.91 , Pressure 1: -8.73 , Pressure 2: 2.91 , Pressure 3: -5.82 , Pressure 4: -7.27 , Horizontal: -0.03 
Total Pressure: -33.46 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.02 
Total Pressure: -26.19 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -24.73 , Pressure 1: -2.91 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -21.82 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -13.09 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -16.00 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -2.91 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -21.82 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -7.27 , Pressure 4: -1.45 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -10.18 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -1.45 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -32.01 , Pressure 1: -5.82 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -34.92 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -30.55 , Pressure 1: -5.82 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -18.91 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -5.82 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -18.91 , Pressure 1: -8.73 , Pressure 2: 1.45 , Pressure 3: -4.36 , Pressure 4: -7.27 , Horizontal: 0.02 
Total Pressure: -17.46 , Pressure 1: -10.18 , Pressure 2: 5.82 , Pressure 3: -5.82 , Pressure 4: -7.27 , Horizontal: -0.02 
Total Pressure: -13.09 , Pressure 1: -1.45 , Pressure 2: -1.45 , Pressure 3: -8.73 , Pressure 4: -1.45 , Horizontal: 0.03 
Total Pressure: -32.01 , Pressure 1: -5.82 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.03 
Total Pressure: -11.64 , Pressure 1: -8.73 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: -2.91 , Horizontal: 0.01 
Total Pressure: -13.09 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -4.36 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -16.00 , Pressure 1: -4.36 , Pressure 2: 0.00 , Pressure 3: -5.82 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: -2.91 , Pressure 3: -11.64 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -16.00 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -2.91 , Pressure 4: -7.27 , Horizontal: 0.05 
Total Pressure: -18.91 , Pressure 1: -2.91 , Pressure 2: 0.00 , Pressure 3: -13.09 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -16.00 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -4.36 , Pressure 4: -1.45 , Horizontal: 0.01 
Total Pressure: -26.19 , Pressure 1: -7.27 , Pressure 2: -2.91 , Pressure 3: -10.18 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -24.73 , Pressure 1: -4.36 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -24.73 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -36.37 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -5.82 , Pressure 2: 1.45 , Pressure 3: -14.55 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -26.19 , Pressure 1: -10.18 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: -0.02 
Total Pressure: -29.10 , Pressure 1: -7.27 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.00 
Total Pressure: -27.64 , Pressure 1: -10.18 , Pressure 2: 4.36 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.02 
Total Pressure: -32.01 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.02 
Total Pressure: -27.64 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -24.73 , Pressure 1: -10.18 , Pressure 2: 2.91 , Pressure 3: -13.09 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -23.28 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -5.82 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -10.18 , Pressure 2: 2.91 , Pressure 3: -8.73 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -26.19 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -8.73 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -1.45 , Pressure 4: -2.91 , Horizontal: 0.00 
Total Pressure: -26.19 , Pressure 1: -10.18 , Pressure 2: 2.91 , Pressure 3: -13.09 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -11.64 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -5.82 , Pressure 4: -1.45 , Horizontal: 0.02 
Total Pressure: -23.28 , Pressure 1: -8.73 , Pressure 2: -2.91 , Pressure 3: -8.73 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -14.55 , Pressure 1: -5.82 , Pressure 2: -2.91 , Pressure 3: -1.45 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -24.73 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -26.19 , Pressure 1: -10.18 , Pressure 2: -1.45 , Pressure 3: -10.18 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -21.82 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -11.64 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -17.46 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -2.91 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -10.18 , Pressure 2: -1.45 , Pressure 3: -4.36 , Pressure 4: -7.27 , Horizontal: -0.04 
Total Pressure: -5.82 , Pressure 1: 0.00 , Pressure 2: 4.36 , Pressure 3: -5.82 , Pressure 4: -4.36 , Horizontal: -0.03 
Total Pressure: -8.73 , Pressure 1: -5.82 , Pressure 2: 1.45 , Pressure 3: -2.91 , Pressure 4: -1.45 , Horizontal: 0.00 
Total Pressure: -29.10 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -23.28 , Pressure 1: -7.27 , Pressure 2: -2.91 , Pressure 3: -5.82 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -17.46 , Pressure 1: -8.73 , Pressure 2: 1.45 , Pressure 3: -2.91 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -27.64 , Pressure 1: -7.27 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -1.45 , Horizontal: 0.00 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.04 
Total Pressure: -29.10 , Pressure 1: -7.27 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -30.55 , Pressure 1: -8.73 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -18.91 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -1.45 , Horizontal: 0.01 
Total Pressure: -20.37 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -5.82 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -26.19 , Pressure 1: -7.27 , Pressure 2: 2.91 , Pressure 3: -14.55 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -16.00 , Pressure 1: -7.27 , Pressure 2: 4.36 , Pressure 3: -5.82 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -17.46 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -10.18 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -23.28 , Pressure 1: -1.45 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -24.73 , Pressure 1: -8.73 , Pressure 2: 0.00 , Pressure 3: -8.73 , Pressure 4: -7.27 , Horizontal: -0.02 
Total Pressure: -24.73 , Pressure 1: -8.73 , Pressure 2: 2.91 , Pressure 3: -11.64 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -29.10 , Pressure 1: -5.82 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -21.82 , Pressure 1: -2.91 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.03 
Total Pressure: -20.37 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.00 
Total Pressure: -27.64 , Pressure 1: -5.82 , Pressure 2: -1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -20.37 , Pressure 1: -1.45 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -21.82 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -11.64 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -20.37 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -4.36 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -7.27 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: 1.45 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -21.82 , Pressure 1: -8.73 , Pressure 2: -2.91 , Pressure 3: -2.91 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -4.36 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: -0.01 
Total Pressure: -10.18 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: -1.45 , Pressure 4: -7.27 , Horizontal: -0.01 
Total Pressure: -20.37 , Pressure 1: -2.91 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.01 
Total Pressure: -26.19 , Pressure 1: -8.73 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.00 
Total Pressure: -27.64 , Pressure 1: -4.36 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.02 
Total Pressure: -24.73 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -1.45 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -7.27 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -10.18 , Pressure 2: 0.00 , Pressure 3: -8.73 , Pressure 4: -4.36 , Horizontal: 0.03 
Total Pressure: -29.10 , Pressure 1: -8.73 , Pressure 2: 0.00 , Pressure 3: -13.09 , Pressure 4: -7.27 , Horizontal: 0.00 
Total Pressure: -18.91 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: 0.00 , Pressure 4: -5.82 , Horizontal: -0.02 
Total Pressure: -27.64 , Pressure 1: -10.18 , Pressure 2: -1.45 , Pressure 3: -10.18 , Pressure 4: -5.82 , Horizontal: -0.03 
Total Pressure: -20.37 , Pressure 1: -2.91 , Pressure 2: 4.36 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: -0.01 
Total Pressure: -32.01 , Pressure 1: -10.18 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.00 
Total Pressure: -29.10 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -23.28 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.01 
Total Pressure: -23.28 , Pressure 1: -2.91 , Pressure 2: 0.00 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: 0.01 
Total Pressure: -20.37 , Pressure 1: -2.91 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.00 
Total Pressure: -23.28 , Pressure 1: -4.36 , Pressure 2: 2.91 , Pressure 3: -16.00 , Pressure 4: -5.82 , Horizontal: 0.00 
Total Pressure: -29.10 , Pressure 1: -10.18 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -4.36 , Horizontal: -0.02 
Total Pressure: -26.19 , Pressure 1: -8.73 , Pressure 2: 1.45 , Pressure 3: -16.00 , Pressure 4: -2.91 , Horizontal: 0.00 
